population,average_monthly_income,daily_foot_traffic,nearby_competitors,monthly_rent,distance_to_mall_km,nearby_retail_stores,estimated_monthly_customers,average_purchase_value,monthly_operating_cost,local_demand_score,target_age_group_score,profitable
22149,11289.66,16275,5,5535.09,12.87,72,3500,447.39,19401.05,7.3,3.2,1
372246,10511.17,10902,0,4785.6,11.03,53,756,444.29,6872.84,1.6,1.6,1
331333,3291.31,13574,2,10428.47,14.01,22,3500,163.89,19985.32,4.0,8.8,1
248976,6085.96,15745,6,18105.26,5.27,68,3500,174.09,23521.5,8.4,6.5,1
424891,6372.0,4259,3,7124.75,13.52,100,753,240.78,8817.01,4.7,9.8,1
343175,9785.51,19913,11,13388.28,4.95,32,2634,452.79,13059.16,6.6,8.7,1
52668,7830.38,16183,3,14454.88,11.02,29,2070,247.41,18278.56,1.9,8.8,0
416889,8369.31,12960,6,15794.82,11.07,34,2689,338.49,25000.0,8.0,6.4,1
479882,11981.1,21979,8,11714.56,0.37,106,2446,470.7,11906.61,1.9,1.7,1
98204,2287.08,16947,13,8646.65,5.48,121,3500,63.15,18074.5,8.8,9.2,1
221830,3841.6,15960,10,19373.3,0.39,110,2721,233.2,25000.0,2.0,2.1,0
206501,5782.91,18229,12,12615.28,14.96,78,2861,233.16,15544.21,9.0,5.7,1
426885,5151.72,17858,12,14842.74,1.92,73,3500,281.63,14881.59,4.3,8.7,1
175140,1727.28,21045,14,7554.67,8.19,12,3500,69.37,19942.92,6.6,5.3,0
229861,2463.66,22846,1,13729.03,11.88,127,2344,121.56,16887.77,8.6,2.5,0
150507,8650.01,10314,8,5898.16,3.1,101,2809,317.14,8166.51,1.1,4.4,1
235160,10732.91,14390,2,5656.84,7.33,105,3500,401.01,15385.19,3.4,9.9,1
193321,6899.38,23480,5,14579.72,9.15,5,3367,296.44,16480.63,9.2,10.0,1
47384,7161.51,20214,3,10906.5,2.49,99,2307,307.85,16908.4,4.5,7.4,1
91929,4178.48,2240,0,13982.26,11.7,11,645,197.04,13841.08,7.4,9.0,0
400103,9562.7,11718,8,6119.33,4.56,66,1348,401.34,19804.26,2.3,1.4,0
86153,9393.84,6555,10,12375.74,3.24,115,474,308.93,17719.67,7.1,3.5,0
245128,7677.84,23205,14,9434.74,8.42,91,3500,266.8,22536.22,1.7,4.3,0
85388,3732.98,2454,5,12342.25,6.21,91,324,191.82,16887.57,7.5,1.1,0
41401,2518.69,17163,15,6526.71,13.81,127,1914,40.0,11743.45,3.9,4.4,0
212903,2174.51,19275,7,14593.57,13.21,12,3500,101.61,25000.0,5.2,1.8,0
129503,7723.31,9732,14,16312.66,7.3,68,1436,303.34,19333.18,2.5,5.7,0
242601,10162.87,6939,14,5938.41,5.45,140,2297,448.99,12366.8,6.7,1.0,1
137834,10512.47,1461,1,6711.79,4.95,135,166,441.33,8384.87,4.0,3.4,0
44084,6368.03,23711,6,13561.93,4.09,131,3500,221.52,25000.0,4.5,8.8,1
261459,9734.85,18101,5,14216.12,8.21,131,3500,353.93,14479.86,6.9,2.9,1
120641,11442.24,6507,1,14377.89,12.09,120,544,431.55,23527.72,2.6,1.6,0
115111,4389.29,21014,15,13971.27,4.73,53,3500,204.57,20179.02,8.7,3.2,1
459042,5678.58,18276,1,8463.35,2.93,134,3500,112.03,9568.95,7.7,8.4,1
439667,11280.53,2576,3,8502.22,7.18,131,281,459.09,8823.93,6.2,6.3,0
148299,5051.43,21200,3,5841.53,1.13,141,3500,157.91,18835.42,2.2,6.3,1
172982,11095.7,6696,15,3979.84,10.55,50,1296,453.37,14832.13,7.2,1.0,0
308185,11800.97,16792,2,14158.97,7.82,69,3500,489.26,22250.85,1.2,5.2,1
361064,8449.01,10815,7,2770.59,7.5,94,2965,254.84,9917.71,8.2,3.4,1
337825,10077.35,21473,13,18818.05,4.58,33,1460,391.75,20156.42,3.7,4.0,0
244386,9370.23,12285,6,16707.04,13.58,37,1396,382.59,24203.85,2.1,6.4,0
353715,8845.11,8642,1,17292.61,1.45,32,1740,358.2,23742.0,2.5,8.9,1
206553,4722.78,6760,2,18226.71,13.06,99,2299,182.8,25000.0,9.7,2.6,0
471792,2099.49,24781,9,8763.49,5.71,87,3500,40.0,13766.09,8.0,7.9,0
270337,5102.04,16034,8,17087.31,13.22,116,3500,150.65,25000.0,3.1,1.4,0
137556,8502.83,5341,12,4003.16,10.96,118,340,271.21,6073.64,9.7,3.9,0
205246,2576.56,24045,4,1411.19,1.65,33,3500,130.76,4165.07,2.3,3.0,1
36160,1625.14,13884,1,15912.94,12.49,143,3345,59.23,25000.0,7.6,9.2,0
256242,2966.77,17943,2,2421.14,10.26,106,3500,116.08,12357.1,6.9,2.6,1
27633,9015.23,2422,7,19781.97,0.58,108,803,275.33,22067.92,8.4,6.2,0
498096,11714.33,12491,3,13821.13,2.09,52,1298,466.89,22962.29,4.4,2.5,1
289158,11822.18,6601,13,15315.54,9.57,128,914,504.57,20138.49,4.6,5.3,0
352676,6686.78,21476,1,5670.27,9.97,115,3500,175.38,6810.8,6.6,4.7,1
59104,10628.2,23233,1,13803.44,11.23,28,2483,398.36,21507.1,4.6,1.4,1
444837,9236.68,2973,5,1821.18,10.83,27,821,290.95,6617.4,1.4,8.4,1
349375,6760.92,8608,7,16918.69,9.93,20,2389,249.42,17034.31,7.6,8.0,1
78388,7513.99,15950,6,4222.86,11.52,31,3500,255.51,8306.84,6.8,3.5,1
26014,2940.89,24980,3,14249.8,8.67,137,3203,136.68,19589.89,4.8,6.5,1
102578,11345.45,10543,1,5265.13,3.99,39,1313,462.28,6860.24,3.7,4.3,1
174827,5195.26,23632,8,2300.61,13.69,60,3500,272.39,15321.47,3.9,7.9,1
50390,6184.57,16710,3,10148.38,0.37,131,1936,244.68,17397.64,7.7,7.2,1
295855,8552.43,5049,8,4216.44,5.56,142,1305,359.02,9182.1,7.6,1.8,1
101658,5005.98,1094,4,14859.44,10.96,42,227,172.35,22818.62,8.4,8.6,0
67993,4169.72,22336,13,5513.75,6.46,13,3500,111.64,16866.07,7.9,2.6,0
215768,8126.02,17390,11,7506.98,0.47,73,2610,366.78,15986.6,7.8,2.6,1
168285,1762.33,5389,14,11781.35,1.08,9,1855,132.66,14057.51,3.3,7.6,0
256860,9067.61,24521,11,6414.4,9.76,88,3500,397.99,8565.27,1.9,2.6,1
461000,6897.25,8712,10,8181.77,14.48,143,1990,282.45,19724.11,7.9,2.1,1
279565,7860.41,18283,10,16496.81,8.32,64,3500,265.71,18248.38,1.9,4.0,1
228008,8134.74,3701,13,4404.99,7.65,139,948,382.47,5785.06,9.8,8.5,1
27727,7034.03,8354,6,2561.83,4.84,71,2902,310.34,12407.19,8.9,2.6,1
384562,7616.6,7263,11,7238.8,3.92,73,668,405.91,9778.55,5.8,4.1,1
14358,8679.78,11153,15,9063.16,0.41,81,3500,289.47,22133.14,4.2,3.6,1
337252,9407.75,24846,4,11310.53,4.17,148,3500,419.44,22354.92,5.7,4.2,1
267681,9138.25,5690,14,8076.05,6.79,122,1725,392.99,16370.63,7.6,7.4,1
104018,10630.97,14215,1,16008.32,3.05,16,3500,408.14,25000.0,7.8,4.6,1
396601,3489.16,6181,5,1747.07,1.4,31,874,207.76,9514.62,1.7,7.8,0
435333,5712.05,4178,15,9203.58,10.79,89,763,248.6,19613.19,8.2,6.8,0
491916,11451.86,14602,6,8262.86,13.43,112,3500,411.23,17015.22,6.8,4.2,1
304054,5664.2,17220,13,13303.99,14.06,59,1545,220.65,13015.57,1.4,4.9,0
136888,2811.14,2167,14,19359.25,9.31,56,621,65.0,25000.0,3.8,7.3,0
239104,7017.17,17793,10,10697.13,0.89,41,1657,257.26,21749.66,5.6,5.8,0
327898,2649.66,8704,12,19750.66,11.14,117,2910,141.18,25000.0,2.7,8.8,0
203510,3629.96,5622,5,6742.74,1.74,124,803,194.66,16901.95,2.4,9.4,0
119847,11982.35,11717,12,1586.49,10.08,19,2726,490.35,8625.98,1.1,7.5,1
432587,7184.31,16083,13,4147.6,11.71,88,1530,249.87,8008.89,9.2,9.9,1
454717,4482.61,1473,2,8507.37,10.92,87,207,198.38,11145.85,1.5,6.4,0
464162,11945.14,21154,9,7010.34,14.28,69,3500,513.98,9492.18,4.3,1.4,1
310611,11648.87,1908,7,2844.03,11.1,7,393,367.35,7143.15,2.9,5.5,1
420841,6127.76,10635,2,9220.54,10.43,109,638,250.93,16534.7,7.7,3.1,0
306037,4234.23,19172,13,7424.2,4.0,137,3500,159.86,16828.05,7.4,4.0,1
86329,10303.2,9238,4,3329.77,13.88,141,576,459.81,8746.55,8.3,5.4,1
41007,9014.02,14849,8,6626.23,2.78,133,3500,379.85,14434.69,6.6,3.7,1
494518,8712.89,1718,10,17842.29,13.58,34,346,372.73,20710.12,6.3,3.8,0
180604,10877.69,18304,4,6738.93,4.76,75,3500,411.01,16445.77,4.7,4.6,1
326397,8738.88,3877,14,14565.15,2.04,97,475,349.64,25000.0,6.7,3.6,0
22323,4479.88,24385,6,12628.89,12.42,31,3500,226.38,21060.33,2.0,2.5,0
383479,8785.56,11464,10,9116.44,0.14,67,2535,348.18,10060.55,7.2,7.9,1
122356,4711.04,4598,13,5541.49,12.5,85,502,197.18,12637.25,1.9,4.6,0
120944,9472.01,19622,6,8011.28,4.01,35,2579,302.08,18424.06,8.8,8.5,1
214451,8007.35,8119,4,12250.04,13.28,118,650,316.87,18849.17,5.6,8.9,0
417426,2312.82,12439,15,7664.31,10.4,106,994,40.0,20495.27,5.8,7.8,0
288600,6884.77,18726,1,5083.03,10.03,97,1201,249.58,6778.46,6.3,4.6,1
41367,5104.66,19700,4,3212.79,5.54,139,2485,207.36,8355.25,8.0,7.5,1
64624,4949.99,17378,6,17715.57,0.99,75,3500,236.35,19041.79,5.3,2.4,1
413322,7823.69,7060,6,9365.95,12.47,90,1093,262.99,19471.85,4.8,7.0,0
244565,4884.41,6010,3,12878.96,2.65,140,979,214.06,19112.48,3.6,4.7,0
78008,9657.38,3944,0,10317.8,5.65,32,393,459.72,12052.71,2.2,6.9,0
398070,2243.31,8043,5,17578.76,9.05,86,1871,57.7,19775.72,2.7,7.8,0
387539,8434.08,24446,12,11391.76,7.29,99,3500,260.01,17907.98,1.0,6.1,1
126492,9996.55,20878,14,10134.85,3.06,21,3500,414.35,23057.56,8.8,6.8,1
82240,8564.73,12929,13,18567.42,2.2,143,3500,282.99,21589.74,7.9,2.9,1
336459,6720.91,7753,2,14674.1,1.94,147,1825,227.89,15778.02,3.0,6.3,1
472465,11478.22,14275,10,3119.45,12.96,99,2039,505.3,10957.42,1.0,5.1,1
211659,4649.35,545,4,4376.38,0.57,125,116,279.82,9533.53,5.4,4.9,0
282900,1701.26,16097,3,15955.33,14.66,10,2182,40.0,22121.83,4.7,4.7,0
471227,6035.89,2557,14,16881.18,3.06,16,846,204.56,21572.18,8.0,3.8,0
308522,1846.63,1163,12,11358.63,1.74,91,337,51.87,20050.27,4.6,3.7,0
145327,11516.34,5168,1,11534.65,8.7,107,1074,433.26,23113.5,8.8,7.3,1
417700,3704.14,18913,11,13006.73,1.29,108,3500,244.83,15012.07,1.9,6.0,1
135703,9783.73,6217,14,9343.2,9.08,39,1393,364.82,20149.9,4.3,1.3,0
328693,9633.01,3196,6,13923.78,12.77,71,507,365.93,25000.0,9.4,1.4,0
175575,3786.15,13700,13,3061.14,0.81,110,1214,232.25,9305.84,1.1,6.1,0
345938,8022.88,16601,4,19264.31,12.02,96,3500,349.75,18889.06,4.5,8.6,1
317257,2004.83,9331,14,15252.94,5.98,67,2968,129.49,24887.2,3.3,1.4,0
84069,6577.53,19547,13,12992.31,2.48,87,3500,217.8,21508.09,5.8,5.6,1
239189,1653.79,19629,6,7010.12,2.72,86,3500,40.0,10373.35,3.5,8.7,0
408465,11172.01,5504,8,4058.15,13.79,35,980,394.89,11034.43,8.8,1.0,1
261051,11748.9,23205,3,8777.52,1.75,41,3500,510.02,16535.91,9.4,3.5,1
422417,3833.97,13656,4,13569.96,13.02,137,3500,214.62,15064.07,8.6,9.3,1
135541,3685.11,22009,8,13040.49,8.21,119,3500,117.42,21726.26,4.6,1.7,0
199648,9414.06,21832,12,8270.18,0.68,125,3500,358.35,17584.62,9.9,6.5,1
266353,4160.48,4902,9,12652.44,7.02,136,1295,150.39,23654.6,7.6,5.6,0
281830,10898.3,11287,10,16461.22,12.28,122,3500,358.57,22543.52,4.2,2.4,1
325507,7526.26,15162,15,1499.41,10.92,42,3500,267.36,10665.6,1.8,1.4,1
369687,5183.17,20311,13,9561.8,7.38,114,1355,245.99,17701.48,7.0,5.5,1
141733,10243.28,6412,12,15412.55,12.91,30,624,365.96,17889.22,7.6,7.6,0
185915,6680.77,894,3,11376.74,1.89,131,282,271.88,20963.27,2.1,2.6,0
105673,11072.15,15135,4,13378.05,13.66,56,3500,377.49,21314.93,5.9,7.2,1
464179,11244.15,4097,12,10816.85,12.71,122,724,442.57,21562.37,9.9,5.9,1
52828,3236.91,11024,4,19845.62,10.65,65,2594,101.31,25000.0,3.9,4.2,0
320748,1524.4,829,7,2037.81,12.29,149,275,40.0,11931.69,3.7,7.0,0
282670,11831.27,17656,14,10329.85,8.2,143,3500,512.77,12355.48,9.1,2.7,1
341054,11014.44,2145,12,2736.91,10.16,115,633,482.91,16138.44,2.1,5.1,0
35592,2082.17,18671,14,4035.93,8.45,53,2294,40.0,10002.5,9.4,5.9,0
301126,10246.86,10315,3,8277.73,5.4,111,2879,399.07,21158.07,8.0,5.1,1
272351,6306.95,17883,3,3955.26,8.58,97,1615,254.49,10388.53,4.5,4.6,1
242041,4219.1,2348,12,19310.06,3.94,128,771,78.03,19345.25,1.8,7.7,0
360877,10726.84,2061,6,18989.01,6.66,65,216,359.22,25000.0,1.2,6.9,0
240008,3565.01,1273,10,7386.08,4.28,144,329,206.91,18244.63,4.4,6.8,0
134982,11446.65,7811,4,13155.21,1.93,145,1899,404.61,22746.02,7.3,9.0,1
266911,3659.03,22063,5,11141.31,4.9,62,3500,209.27,12075.39,5.4,9.9,1
78619,7943.67,15703,5,16496.15,12.79,15,3500,250.48,25000.0,7.6,6.1,1
170400,3842.41,18687,11,12921.47,5.78,143,1455,186.64,20090.38,7.0,4.1,0
318623,7229.52,9790,15,1004.8,11.25,126,2660,273.62,8918.46,6.2,8.0,1
161175,8681.74,2550,5,15500.31,2.71,109,446,338.73,25000.0,9.7,2.3,0
180963,3497.39,17631,13,15190.11,6.42,40,2752,232.69,22810.63,7.6,5.6,1
151826,6969.3,22744,9,10684.73,1.81,134,3500,216.06,12277.18,9.2,5.7,1
241055,6425.13,4473,4,18155.46,2.17,91,1061,286.75,23278.35,3.2,9.9,0
353581,2245.89,2115,12,18260.48,9.3,65,578,117.51,24884.4,7.4,9.9,0
108540,10092.23,15050,12,10954.32,9.15,82,3279,571.42,22444.62,6.4,8.2,1
345126,5024.67,20638,4,12551.78,3.28,53,3500,147.13,15680.05,9.3,5.3,1
112747,7533.11,10994,8,19933.92,7.17,144,3140,270.03,25000.0,5.6,5.9,1
196994,6905.23,6006,12,6677.58,12.96,10,1544,317.01,17739.63,3.5,3.9,0
320375,6889.24,21105,7,7167.73,2.7,48,3500,265.56,9398.83,4.5,8.5,1
39301,2625.84,13554,14,4472.7,0.39,27,2683,81.88,5802.19,3.0,7.7,1
232724,5946.56,14361,3,18021.47,9.81,119,3500,285.74,23975.5,3.0,7.9,1
203783,6249.85,12087,6,15145.28,0.9,102,3500,236.67,24379.45,5.2,2.2,1
182395,9203.25,14015,7,3007.21,14.7,112,2422,323.54,11613.37,9.0,4.6,1
28752,10320.2,22175,11,19653.58,9.18,100,3500,449.12,25000.0,2.7,5.8,1
223277,7222.31,6354,8,14888.27,7.11,30,2229,307.66,22000.56,3.6,2.1,0
370596,2411.22,17100,4,17159.92,6.51,139,1192,80.81,24220.74,8.7,4.3,0
154467,3986.92,18243,2,1914.86,8.64,37,2930,141.46,3897.9,4.1,1.8,1
227029,3231.81,4274,14,10594.26,1.45,86,880,83.53,11627.18,9.7,9.6,0
393381,2808.46,22301,12,14273.37,13.96,99,1348,148.59,22844.08,3.4,7.8,0
66273,5341.94,5427,3,11315.99,9.42,133,1789,195.67,20969.75,5.0,6.6,0
268503,3908.63,4929,14,13666.3,2.84,11,719,117.85,19981.35,1.9,2.8,0
101878,3792.18,5106,9,16539.61,8.48,128,701,87.41,22903.83,9.9,4.0,0
277039,2074.28,4978,5,8112.4,2.09,62,1524,102.58,16476.68,9.0,2.3,0
129968,1685.54,16576,9,17124.7,0.36,90,2377,41.99,17064.65,8.4,5.8,0
387844,2579.07,18780,10,4095.41,9.49,38,3500,40.0,13959.14,2.4,8.4,0
86559,3308.07,7866,4,6146.84,9.76,55,2411,72.16,13137.58,9.7,1.2,0
20699,6025.33,4927,8,1823.57,8.8,124,1467,229.33,11291.65,9.4,1.9,1
206133,6860.46,13976,12,7924.11,2.83,142,3500,264.14,15660.13,4.9,3.1,1
19715,2976.22,5861,10,8218.28,9.09,115,508,106.87,18493.63,7.1,7.4,0
29169,5960.23,1141,10,16300.14,0.94,110,100,219.27,19181.5,9.9,9.0,0
128413,5088.36,22230,13,13409.48,9.18,30,3380,129.74,17583.43,4.7,7.8,0
419379,3425.95,21613,2,9297.73,8.35,36,1530,93.31,14529.07,2.0,5.7,0
129264,1571.83,20511,1,13390.17,9.86,128,3500,122.06,22624.07,8.8,1.9,0
277926,6403.69,23478,5,2002.88,13.44,16,3500,307.96,9206.77,5.3,7.8,1
229249,8699.34,10585,12,4425.16,12.77,91,2404,376.87,7842.1,9.9,2.0,1
134481,3875.91,20159,6,12912.01,14.71,82,3017,179.51,25000.0,6.0,4.1,0
225400,2883.97,4550,4,13185.97,14.65,38,936,160.6,18962.74,1.3,3.8,0
45585,10813.95,5053,0,15708.56,11.61,74,811,376.52,15987.07,5.4,4.2,0
302826,4387.76,21809,2,8657.0,14.35,12,2586,177.16,17639.17,7.5,4.0,1
188936,3847.93,19188,2,14728.53,13.02,85,3500,97.9,23391.93,1.2,7.9,0
402136,10499.52,3843,11,13995.63,10.94,30,1007,364.84,19699.4,4.7,2.5,0
356560,10079.62,2556,13,19304.47,1.22,61,789,421.59,25000.0,2.4,8.6,0
458330,6207.64,19692,3,5087.47,0.83,139,3500,295.64,8314.75,6.8,8.7,1
399954,6637.01,23976,13,11481.91,12.58,30,3500,255.79,15968.52,9.6,5.4,1
48067,3786.36,9916,9,12433.52,7.4,118,2640,233.9,14050.59,6.6,2.0,1
183757,2322.17,7726,5,19974.31,12.24,122,595,103.48,23013.51,7.3,6.2,0
263334,7521.03,1386,4,4822.5,4.76,120,129,262.0,13174.41,4.6,8.4,0
28073,2532.62,9084,0,10941.14,6.02,51,2759,46.97,16505.92,6.1,3.6,0
46035,6217.38,24604,14,7577.52,10.53,106,3196,299.6,15773.81,5.9,8.5,1
206049,11375.22,19330,5,10991.97,13.74,128,3222,461.43,17316.45,7.8,7.1,1
243782,11504.76,20789,13,5410.44,1.41,28,2154,493.99,10459.94,8.7,9.9,1
100373,4012.99,23358,13,1904.64,12.94,34,2769,40.0,5388.12,7.0,8.4,0
355506,8053.19,12030,8,11878.74,11.92,58,3500,334.36,14787.74,9.8,2.8,1
100517,6477.8,4091,10,7381.23,4.8,71,567,233.52,10514.26,8.5,5.0,0
75450,10694.69,19065,0,4456.89,5.39,36,3500,358.1,14762.0,2.1,1.9,1
20382,4350.02,21895,7,7154.78,0.79,12,2310,170.87,18383.39,5.6,1.6,0
407653,1538.88,21914,15,1936.32,0.33,50,3500,116.15,12914.11,9.1,7.4,1
212043,3206.89,17238,7,19058.4,7.21,84,3500,241.59,25000.0,9.5,9.2,1
467828,5169.99,3131,2,12041.81,1.52,39,528,218.91,15635.52,4.4,9.8,0
231427,4815.07,18405,15,16480.6,2.99,93,3500,157.15,24427.29,7.5,3.4,0
71929,9809.31,19556,14,9039.25,12.72,83,2581,353.9,17097.48,4.7,2.8,1
243483,8645.89,11870,12,18162.98,8.61,140,3176,393.99,17140.0,2.1,6.0,1
238590,4645.34,19221,8,10183.05,9.54,38,3500,135.97,21945.4,9.0,2.8,1
371008,6306.31,23852,10,11904.96,2.89,29,3500,283.37,12563.37,9.4,3.7,1
153401,2503.37,17512,12,10344.09,12.45,117,2271,114.82,16810.47,5.5,8.5,0
266677,10930.54,24046,12,14932.29,13.03,87,2119,446.38,20615.73,1.2,8.3,1
297313,11321.96,3179,10,11766.47,7.9,47,442,374.47,22294.27,8.3,9.1,0
97468,11787.94,22150,7,6160.38,13.7,130,2145,453.67,18798.18,5.3,5.3,1
44594,10619.8,4922,2,3765.25,12.69,17,546,351.88,17227.99,1.7,6.1,0
480173,3326.59,7963,9,12516.36,11.0,129,1276,103.65,19418.83,2.7,7.9,0
201703,1985.06,10113,4,10294.42,11.04,80,1863,125.26,19063.08,2.4,3.2,0
55033,7585.77,18010,2,2823.54,1.67,91,3500,364.98,5409.59,7.2,8.4,1
73133,11082.35,2280,4,8516.73,4.14,108,271,453.99,15156.29,3.7,1.2,0
476381,3362.19,9924,15,10780.75,1.1,134,3489,105.97,22296.74,2.1,8.2,0
83861,1573.95,7071,8,16710.97,0.23,44,2143,142.36,21292.84,9.3,8.0,0
193362,9957.71,1325,14,2445.92,2.46,27,430,369.13,4861.46,9.6,3.7,0
497247,2306.35,11655,11,7621.41,13.22,73,3500,40.0,10705.46,2.2,7.6,0
303894,5843.91,24160,15,16630.47,3.67,38,3500,268.58,20887.97,3.1,2.9,1
498371,8628.32,2895,3,13320.05,14.56,59,859,368.02,15743.91,6.3,6.2,1
50461,3986.37,4645,5,6509.21,9.0,110,889,132.33,12307.17,2.4,7.3,0
477016,2381.61,23943,2,17061.37,3.64,8,3500,100.28,19977.6,2.4,7.4,0
88222,9585.22,16279,2,10372.58,7.51,74,3500,405.52,14444.14,4.0,9.8,1
122020,8116.84,5992,15,10468.69,3.36,51,1039,334.86,11560.09,9.5,2.6,0
296370,11879.15,7611,4,19555.16,14.76,118,552,498.11,25000.0,9.7,5.3,0
278865,5115.23,13587,7,18995.21,12.72,121,3500,179.32,25000.0,8.6,8.9,1
459370,2148.51,10484,13,7812.12,0.49,122,2432,112.25,16353.66,7.3,6.1,1
30609,9210.68,7292,7,3671.0,14.22,11,2220,369.31,12820.9,7.5,8.9,1
455346,6978.2,20435,2,7187.67,10.84,117,1689,255.54,12904.66,5.2,4.9,1
140513,3738.64,8211,7,1579.18,1.33,102,2023,137.25,13966.44,5.8,8.2,1
213981,9708.15,20512,12,1394.59,10.09,33,2755,383.43,15206.19,6.7,8.8,1
114211,3639.43,2065,10,8514.92,9.74,119,683,73.31,8884.96,7.6,8.6,0
196321,4236.95,4167,12,18879.38,3.36,144,387,137.65,18133.08,1.9,8.8,0
452111,2471.55,6959,7,17555.79,11.4,149,2178,102.11,24819.32,3.0,3.0,0
497689,5694.04,4596,2,10717.41,1.4,41,398,160.21,13642.8,9.7,5.0,0
408872,5898.76,1519,9,11739.3,7.39,38,103,204.95,23243.6,4.0,2.6,0
397009,6902.9,24812,14,1112.74,0.25,138,3238,395.35,11566.56,3.4,2.6,1
346664,8944.12,9976,12,5094.52,14.53,100,1595,301.3,10863.4,4.8,5.4,1
466956,11014.06,8754,14,1470.71,11.3,77,2171,421.37,8575.24,3.6,9.6,1
336453,2946.21,12084,9,15336.25,2.47,126,1203,76.16,23250.47,1.8,6.3,0
39984,2070.66,6465,1,3767.27,5.19,14,1236,76.98,6846.35,2.9,8.7,1
128947,1694.58,11964,9,17511.89,2.49,33,1451,40.0,25000.0,6.8,9.4,0
214894,3008.02,19153,1,13223.16,11.52,143,3500,108.16,12640.56,3.0,1.8,0
15901,8408.47,12939,8,5358.95,0.98,96,951,300.41,19013.47,6.8,2.5,0
172624,9138.51,5221,6,3996.69,12.62,60,871,418.3,7376.74,1.9,3.6,1
232317,9758.31,8908,15,12924.87,14.14,89,2222,394.41,21987.34,1.4,6.6,0
303199,4058.94,695,5,18115.9,10.18,99,232,112.21,17011.74,8.8,1.6,0
178757,4711.9,3773,15,14648.84,3.27,62,1209,230.52,19327.65,7.8,8.1,0
477181,6572.91,15830,15,7622.39,5.47,56,3500,215.0,16291.99,7.0,1.6,1
155788,2163.42,21994,6,12160.29,7.21,65,1734,40.0,12641.19,1.3,2.4,0
124099,7916.99,11386,7,6904.47,9.11,21,3500,316.53,13286.39,3.2,4.4,1
21138,11829.22,24285,11,19983.84,10.06,34,3500,568.53,21927.85,8.3,6.0,1
176370,5288.47,3712,0,15227.94,8.36,76,1228,120.16,20659.52,2.3,8.9,0
454328,9404.9,3255,7,12673.25,5.33,41,500,309.65,18698.09,8.3,9.7,0
33429,6750.36,18405,2,9041.92,13.37,137,3500,307.64,19441.55,6.3,9.0,1
60200,2842.02,22558,15,12744.89,1.31,84,3500,81.56,13801.47,7.7,2.0,0
212380,7613.49,1580,2,7490.71,7.05,133,395,335.14,9067.92,6.8,6.7,1
451460,4648.68,22507,5,1548.43,11.66,141,3500,144.07,8463.32,4.8,5.0,1
258289,1861.23,16001,3,8506.68,1.01,75,3013,81.55,20343.1,3.6,2.1,0
255127,8166.76,17605,3,18679.14,10.61,111,3500,413.89,25000.0,7.1,6.0,1
373412,10518.79,14547,3,12899.72,12.31,137,2426,361.02,19599.68,8.3,4.2,1
246513,5120.08,18446,9,2595.16,9.95,125,3500,255.99,15630.19,1.4,4.1,1
27347,5598.1,1139,8,17814.88,0.29,79,285,257.91,25000.0,4.4,1.9,0
157992,10855.73,21144,7,6108.62,2.78,72,3500,359.77,10500.11,4.2,9.8,1
41822,10042.89,13002,2,5631.62,5.2,142,1681,429.66,8716.68,6.0,7.5,1
449875,9007.0,5690,0,6644.73,3.58,102,1996,363.92,11230.82,2.0,3.5,1
50108,4112.37,4236,0,11966.84,14.44,136,1093,169.05,14526.0,9.4,9.3,1
401099,11057.27,24630,0,11349.07,9.81,56,2935,459.12,19174.6,5.9,9.5,1
492315,3121.37,16973,3,10336.86,4.52,78,3500,107.34,17873.18,9.3,8.3,1
17967,8081.09,1751,13,14633.2,13.95,22,196,326.75,21486.25,8.4,6.9,0
382863,1802.41,9794,5,7014.22,11.13,80,774,84.17,10072.32,2.7,4.4,0
21871,8259.06,21587,3,15859.23,4.34,112,3500,367.67,24981.6,2.2,4.9,1
235371,4410.02,17232,10,4331.11,5.75,64,3500,100.04,11102.03,8.8,5.1,1
218524,6221.61,4552,10,15869.79,3.07,41,531,313.41,20837.71,5.8,9.5,0
215342,5125.28,19825,2,13612.39,14.57,81,3261,147.25,25000.0,1.2,7.8,0
174685,3313.95,771,7,13980.96,7.81,150,265,170.64,16854.3,9.4,3.6,0
38179,8030.8,18914,13,10149.51,13.45,130,2752,325.2,15243.4,5.3,6.6,1
261537,10760.74,24720,7,13673.03,5.26,33,2637,366.37,21732.45,3.7,6.3,1
193260,11570.38,12198,5,2516.14,12.93,112,3500,489.22,15458.28,5.6,8.3,1
327243,3519.64,16389,8,17179.47,0.9,34,2470,93.52,17391.73,8.4,1.9,0
45262,9032.41,10157,11,2055.4,14.73,123,2682,414.74,13199.92,2.0,7.3,1
350357,8475.56,9887,9,3826.09,13.69,106,1280,303.48,16998.52,4.2,4.0,1
389551,5105.47,16876,0,11959.0,5.51,11,3500,129.47,17065.22,3.9,2.2,0
421484,1700.54,11779,12,15048.82,11.64,78,2072,144.71,17766.51,8.6,7.6,1
481082,8742.81,12515,7,2448.78,11.31,41,3500,358.78,12769.61,8.0,4.0,1
358413,11427.7,7541,5,18494.53,13.53,31,1432,500.47,19994.58,4.6,7.6,1
70545,8137.26,22059,0,19498.55,4.68,25,3500,282.92,22594.61,7.0,2.5,1
244555,6070.57,18010,3,12513.05,7.04,47,3500,148.23,23670.31,4.6,9.9,1
